Timestamp,Temperature,Humidity
10/9/2023 7:27,63.14,63.03
10/9/2023 7:42,61.81,62.87
10/9/2023 7:57,61.84,63.59
10/9/2023 8:12,62.71,62.51
10/9/2023 8:27,62.42,62.64
10/9/2023 8:42,62.29,64.66
10/9/2023 8:57,62.29,65.23
10/9/2023 9:12,63.21,64.08
10/9/2023 9:27,63.41,62.89
10/9/2023 9:42,62.91,62.4
10/9/2023 9:57,62.53,62.58
10/9/2023 10:12,62.22,62.55
10/9/2023 10:27,62.04,62.51
10/9/2023 10:42,62.02,63.33
10/9/2023 10:57,62.1,63.97
10/9/2023 11:12,62.28,65.26
10/9/2023 11:27,62.4,65.5
10/9/2023 11:42,62.46,64.85
10/9/2023 11:57,62.6,63.17
10/9/2023 12:12,62.73,61.59
10/9/2023 12:27,63.82,60.38
10/9/2023 12:42,63.97,59.18
10/9/2023 12:57,64.18,58.43
10/9/2023 13:12,64.33,57.35
10/9/2023 13:27,64.42,56.2
10/9/2023 13:42,64.54,55.76
10/9/2023 13:57,64.63,55.22
10/9/2023 14:12,64.58,55.1
10/9/2023 14:27,64.63,54.28
10/9/2023 14:42,65.34,55.64
10/9/2023 15:12,65.3,55.33
10/9/2023 15:42,64.87,56.6
10/9/2023 15:57,64.99,59.26
10/9/2023 16:12,64.35,56.88
10/9/2023 16:42,64.08,57.13
10/9/2023 16:57,64.2,57.62
10/9/2023 17:12,64.35,59.38
10/9/2023 17:27,64.51,59.84
10/9/2023 17:42,64.58,59.24
10/9/2023 17:57,64.76,59.05
10/9/2023 18:12,64.87,59
10/9/2023 18:27,64.87,59.03
10/9/2023 18:42,64.89,59.21
10/9/2023 18:57,64.81,59.4
10/9/2023 19:12,64.72,59.47
10/9/2023 19:27,64.69,59.46
10/9/2023 19:42,64.58,59.54
10/9/2023 19:57,64.47,59.74
10/9/2023 20:12,64.35,59.8
10/9/2023 20:27,64.2,59.84
10/9/2023 20:42,64.09,59.59
10/9/2023 20:57,64,59.84
10/9/2023 21:12,63.84,59.85
10/9/2023 21:42,63.57,59.7
10/9/2023 21:57,63.34,60.1
10/9/2023 22:12,63.19,59.96
10/9/2023 22:27,63.01,59.96
10/9/2023 22:42,62.83,60.04
10/9/2023 22:57,62.69,60.49
10/9/2023 23:12,62.55,60.59
10/9/2023 23:27,62.37,60.5
