Timestamp,Temperature,Humidity
1/1/2024 0:01,50.34,49.03
1/1/2024 0:02,50.34,48.97
1/1/2024 0:03,50.29,49.01
1/1/2024 0:04,50.29,48.92
1/1/2024 0:05,50.25,48.91
1/1/2024 0:06,50.25,49.01
1/1/2024 0:07,50.25,49.02
1/1/2024 0:08,50.23,49.01
1/1/2024 0:09,50.23,49.03
1/1/2024 0:10,50.18,49.01
1/1/2024 0:11,50.22,49.04
1/1/2024 0:12,50.22,48.97
1/1/2024 0:13,50.16,48.95
1/1/2024 0:14,50.13,49.01
1/1/2024 0:15,50.16,49.07
1/1/2024 0:16,50.16,49
1/1/2024 0:17,50.13,49.04
1/1/2024 0:18,50.13,48.96
1/1/2024 0:19,50.11,48.99
1/1/2024 0:20,50.13,49.03
1/1/2024 0:21,50.11,48.95
1/1/2024 0:22,50.07,48.96
1/1/2024 0:23,50.07,48.92
1/1/2024 0:24,50.04,49
1/1/2024 0:25,50.04,49.05
1/1/2024 0:26,50.04,49.04
1/1/2024 0:27,50.04,48.97
1/1/2024 0:28,50,49.03
1/1/2024 0:29,50.04,48.96
1/1/2024 0:30,50,48.95
1/1/2024 0:31,50.04,48.96
1/1/2024 0:32,49.95,48.85
1/1/2024 0:33,49.95,48.9
1/1/2024 0:34,49.95,48.89
1/1/2024 0:36,49.93,48.9
1/1/2024 0:37,49.93,48.97
1/1/2024 0:38,49.91,48.95
1/1/2024 0:39,49.91,48.96
1/1/2024 0:40,49.91,48.96
1/1/2024 0:41,49.87,48.9
1/1/2024 0:42,49.87,48.95
1/1/2024 0:43,49.87,48.95
1/1/2024 0:44,49.86,48.93
1/1/2024 0:45,49.87,48.97
1/1/2024 0:46,50.05,48.72
1/1/2024 0:47,50.11,48.67
1/1/2024 0:48,50.13,48.68
1/1/2024 0:49,50.18,48.58
1/1/2024 0:50,50.23,48.65
1/1/2024 0:51,50.25,48.67
1/1/2024 0:52,50.31,48.58
1/1/2024 0:53,50.31,48.54
1/1/2024 0:54,50.34,48.46
1/1/2024 0:55,50.36,48.41
1/1/2024 0:56,50.36,48.52
1/1/2024 0:57,50.36,48.47
1/1/2024 0:58,50.36,48.45
1/1/2024 0:59,50.36,48.43
1/1/2024 1:00,50.36,48.42
1/1/2024 1:01,50.34,48.46
1/1/2024 1:02,50.36,48.45
1/1/2024 1:03,50.31,48.43
1/1/2024 1:04,50.31,48.48
1/1/2024 1:05,50.31,48.52
1/1/2024 1:06,50.29,48.5
1/1/2024 1:07,50.31,48.48
1/1/2024 1:08,50.29,48.48
1/1/2024 1:09,50.29,48.51
1/1/2024 1:10,50.25,48.54
